num compteur;date;nombre velos;probabilite_presence_anomalie;jour_de_la_semaine;vacances
667;24/01/2023;2559;;2;Hors Vacances
673;24/01/2023;0;Forte;2;Hors Vacances
725;24/01/2023;485;;2;Hors Vacances
744;24/01/2023;683;;2;Hors Vacances
948;24/01/2023;315;;2;Hors Vacances
674;24/01/2023;872;;2;Hors Vacances
675;24/01/2023;954;;2;Hors Vacances
676;24/01/2023;742;;2;Hors Vacances
680;24/01/2023;487;;2;Hors Vacances
682;24/01/2023;1273;;2;Hors Vacances
986;24/01/2023;203;;2;Hors Vacances
997;24/01/2023;674;;2;Hors Vacances
1055;24/01/2023;0;Forte;2;Hors Vacances
9998;24/01/2023;696;;2;Hors Vacances
786;24/01/2023;2641;;2;Hors Vacances
943;24/01/2023;186;;2;Hors Vacances
945;24/01/2023;691;;2;Hors Vacances
987;24/01/2023;160;;2;Hors Vacances
666;24/01/2023;185;;2;Hors Vacances
670;24/01/2023;316;;2;Hors Vacances
727;24/01/2023;486;;2;Hors Vacances
746;24/01/2023;675;;2;Hors Vacances
788;24/01/2023;1699;;2;Hors Vacances
960;24/01/2023;57;;2;Hors Vacances
996;24/01/2023;667;;2;Hors Vacances
1042;24/01/2023;268;;2;Hors Vacances
8673;24/01/2023;0;Forte;2;Hors Vacances
664;24/01/2023;1055;;2;Hors Vacances
665;24/01/2023;909;;2;Hors Vacances
681;24/01/2023;515;;2;Hors Vacances
745;24/01/2023;148;;2;Hors Vacances
747;24/01/2023;650;;2;Hors Vacances
946;24/01/2023;876;;2;Hors Vacances
947;24/01/2023;290;;2;Hors Vacances
950;24/01/2023;511;;2;Hors Vacances
994;24/01/2023;577;;2;Hors Vacances
995;24/01/2023;975;;2;Hors Vacances
1041;24/01/2023;271;;2;Hors Vacances
1056;24/01/2023;0;Forte;2;Hors Vacances
668;24/01/2023;789;;2;Hors Vacances
669;24/01/2023;763;;2;Hors Vacances
672;24/01/2023;0;Forte;2;Hors Vacances
742;24/01/2023;1569;;2;Hors Vacances
743;24/01/2023;1267;;2;Hors Vacances
847;24/01/2023;2271;;2;Hors Vacances
890;24/01/2023;2811;;2;Hors Vacances
944;24/01/2023;268;;2;Hors Vacances
989;24/01/2023;1368;;2;Hors Vacances
1057;24/01/2023;0;Forte;2;Hors Vacances
679;24/01/2023;0;Forte;2;Hors Vacances
683;24/01/2023;1159;;2;Hors Vacances
785;24/01/2023;2718;;2;Hors Vacances
787;24/01/2023;1769;;2;Hors Vacances
880;24/01/2023;1847;;2;Hors Vacances
949;24/01/2023;210;;2;Hors Vacances
959;24/01/2023;84;;2;Hors Vacances
979;24/01/2023;15;;2;Hors Vacances
988;24/01/2023;1038;;2;Hors Vacances
9999;24/01/2023;110;;2;Hors Vacances
677;24/01/2023;621;;2;Hors Vacances
881;24/01/2023;1938;;2;Hors Vacances
977;24/01/2023;0;Forte;2;Hors Vacances
980;24/01/2023;32;;2;Hors Vacances
981;24/01/2023;90;;2;Hors Vacances
1054;24/01/2023;0;Forte;2;Hors Vacances
8672;24/01/2023;0;Forte;2;Hors Vacances
9672;24/01/2023;0;Forte;2;Hors Vacances
9673;24/01/2023;0;Forte;2;Hors Vacances
664;23/01/2023;961;;1;Hors Vacances
665;23/01/2023;848;;1;Hors Vacances
667;23/01/2023;2233;;1;Hors Vacances
673;23/01/2023;0;Forte;1;Hors Vacances
676;23/01/2023;656;;1;Hors Vacances
959;23/01/2023;73;;1;Hors Vacances
977;23/01/2023;1;Forte;1;Hors Vacances
980;23/01/2023;34;;1;Hors Vacances
994;23/01/2023;539;;1;Hors Vacances
995;23/01/2023;841;;1;Hors Vacances
1054;23/01/2023;0;Forte;1;Hors Vacances
1057;23/01/2023;0;Forte;1;Hors Vacances
666;23/01/2023;169;;1;Hors Vacances
668;23/01/2023;728;;1;Hors Vacances
669;23/01/2023;728;;1;Hors Vacances
681;23/01/2023;486;;1;Hors Vacances
725;23/01/2023;426;;1;Hors Vacances
742;23/01/2023;1362;;1;Hors Vacances
747;23/01/2023;546;;1;Hors Vacances
787;23/01/2023;1529;;1;Hors Vacances
847;23/01/2023;1947;;1;Hors Vacances
981;23/01/2023;82;;1;Hors Vacances
986;23/01/2023;189;;1;Hors Vacances
997;23/01/2023;424;;1;Hors Vacances
1055;23/01/2023;0;Forte;1;Hors Vacances
9672;23/01/2023;0;Forte;1;Hors Vacances
680;23/01/2023;468;;1;Hors Vacances
890;23/01/2023;2172;;1;Hors Vacances
1056;23/01/2023;0;Forte;1;Hors Vacances
8673;23/01/2023;0;Forte;1;Hors Vacances
679;23/01/2023;0;Forte;1;Hors Vacances
727;23/01/2023;399;;1;Hors Vacances
744;23/01/2023;571;;1;Hors Vacances
745;23/01/2023;136;;1;Hors Vacances
943;23/01/2023;183;;1;Hors Vacances
960;23/01/2023;53;;1;Hors Vacances
987;23/01/2023;151;;1;Hors Vacances
989;23/01/2023;1232;;1;Hors Vacances
670;23/01/2023;305;;1;Hors Vacances
672;23/01/2023;0;Forte;1;Hors Vacances
675;23/01/2023;850;;1;Hors Vacances
677;23/01/2023;526;;1;Hors Vacances
746;23/01/2023;531;;1;Hors Vacances
944;23/01/2023;251;;1;Hors Vacances
946;23/01/2023;756;;1;Hors Vacances
9998;23/01/2023;560;;1;Hors Vacances
682;23/01/2023;1111;;1;Hors Vacances
683;23/01/2023;945;;1;Hors Vacances
785;23/01/2023;2343;;1;Hors Vacances
880;23/01/2023;1497;;1;Hors Vacances
881;23/01/2023;1633;;1;Hors Vacances
945;23/01/2023;653;;1;Hors Vacances
948;23/01/2023;311;;1;Hors Vacances
949;23/01/2023;166;;1;Hors Vacances
979;23/01/2023;10;;1;Hors Vacances
988;23/01/2023;920;;1;Hors Vacances
1042;23/01/2023;230;;1;Hors Vacances
9673;23/01/2023;0;Forte;1;Hors Vacances
788;23/01/2023;1352;;1;Hors Vacances
947;23/01/2023;262;;1;Hors Vacances
996;23/01/2023;555;;1;Hors Vacances
1041;23/01/2023;220;;1;Hors Vacances
9999;23/01/2023;126;;1;Hors Vacances
674;23/01/2023;775;;1;Hors Vacances
743;23/01/2023;1115;;1;Hors Vacances
786;23/01/2023;2339;;1;Hors Vacances
950;23/01/2023;441;;1;Hors Vacances
8672;23/01/2023;0;Forte;1;Hors Vacances
667;22/01/2023;775;;7;Hors Vacances
677;22/01/2023;122;;7;Hors Vacances
744;22/01/2023;266;;7;Hors Vacances
785;22/01/2023;843;;7;Hors Vacances
948;22/01/2023;137;;7;Hors Vacances
959;22/01/2023;23;;7;Hors Vacances
977;22/01/2023;19;;7;Hors Vacances
981;22/01/2023;60;;7;Hors Vacances
996;22/01/2023;253;;7;Hors Vacances
9999;22/01/2023;79;;7;Hors Vacances
665;22/01/2023;222;;7;Hors Vacances
675;22/01/2023;271;;7;Hors Vacances
681;22/01/2023;172;;7;Hors Vacances
742;22/01/2023;387;;7;Hors Vacances
788;22/01/2023;631;;7;Hors Vacances
943;22/01/2023;67;;7;Hors Vacances
980;22/01/2023;17;;7;Hors Vacances
994;22/01/2023;196;;7;Hors Vacances
9672;22/01/2023;0;Forte;7;Hors Vacances
670;22/01/2023;140;;7;Hors Vacances
679;22/01/2023;0;Forte;7;Hors Vacances
682;22/01/2023;409;;7;Hors Vacances
743;22/01/2023;376;;7;Hors Vacances
747;22/01/2023;176;;7;Hors Vacances
787;22/01/2023;604;;7;Hors Vacances
989;22/01/2023;308;;7;Hors Vacances
1057;22/01/2023;0;Forte;7;Hors Vacances
9673;22/01/2023;0;Forte;7;Hors Vacances
668;22/01/2023;186;;7;Hors Vacances
673;22/01/2023;0;Forte;7;Hors Vacances
674;22/01/2023;219;;7;Hors Vacances
890;22/01/2023;834;;7;Hors Vacances
988;22/01/2023;251;;7;Hors Vacances
1042;22/01/2023;56;;7;Hors Vacances
9998;22/01/2023;308;;7;Hors Vacances
664;22/01/2023;299;;7;Hors Vacances
669;22/01/2023;172;;7;Hors Vacances
847;22/01/2023;815;;7;Hors Vacances
881;22/01/2023;631;;7;Hors Vacances
944;22/01/2023;81;;7;Hors Vacances
947;22/01/2023;140;;7;Hors Vacances
997;22/01/2023;186;;7;Hors Vacances
8672;22/01/2023;0;Forte;7;Hors Vacances
8673;22/01/2023;0;Forte;7;Hors Vacances
666;22/01/2023;48;;7;Hors Vacances
672;22/01/2023;0;Forte;7;Hors Vacances
676;22/01/2023;187;;7;Hors Vacances
745;22/01/2023;51;;7;Hors Vacances
746;22/01/2023;208;;7;Hors Vacances
945;22/01/2023;245;;7;Hors Vacances
946;22/01/2023;265;;7;Hors Vacances
950;22/01/2023;146;;7;Hors Vacances
979;22/01/2023;6;Faible;7;Hors Vacances
986;22/01/2023;39;;7;Hors Vacances
995;22/01/2023;264;;7;Hors Vacances
1041;22/01/2023;37;;7;Hors Vacances
1054;22/01/2023;0;Forte;7;Hors Vacances
680;22/01/2023;157;;7;Hors Vacances
683;22/01/2023;365;;7;Hors Vacances
725;22/01/2023;122;;7;Hors Vacances
727;22/01/2023;142;;7;Hors Vacances
786;22/01/2023;829;;7;Hors Vacances
880;22/01/2023;580;;7;Hors Vacances
960;22/01/2023;20;;7;Hors Vacances
987;22/01/2023;31;;7;Hors Vacances
1055;22/01/2023;0;Forte;7;Hors Vacances
949;22/01/2023;60;;7;Hors Vacances
1056;22/01/2023;0;Forte;7;Hors Vacances
668;21/01/2023;276;;6;Hors Vacances
670;21/01/2023;182;;6;Hors Vacances
674;21/01/2023;451;;6;Hors Vacances
675;21/01/2023;420;;6;Hors Vacances
727;21/01/2023;152;;6;Hors Vacances
747;21/01/2023;207;;6;Hors Vacances
943;21/01/2023;72;;6;Hors Vacances
986;21/01/2023;104;;6;Hors Vacances
987;21/01/2023;79;;6;Hors Vacances
1057;21/01/2023;0;Forte;6;Hors Vacances
9673;21/01/2023;0;Forte;6;Hors Vacances
664;21/01/2023;409;;6;Hors Vacances
665;21/01/2023;343;;6;Hors Vacances
683;21/01/2023;391;;6;Hors Vacances
945;21/01/2023;251;;6;Hors Vacances
1055;21/01/2023;0;Forte;6;Hors Vacances
1056;21/01/2023;0;Forte;6;Hors Vacances
9998;21/01/2023;375;;6;Hors Vacances
667;21/01/2023;1207;;6;Hors Vacances
672;21/01/2023;0;Forte;6;Hors Vacances
673;21/01/2023;0;Forte;6;Hors Vacances
743;21/01/2023;580;;6;Hors Vacances
745;21/01/2023;129;;6;Hors Vacances
786;21/01/2023;1427;;6;Hors Vacances
988;21/01/2023;346;;6;Hors Vacances
989;21/01/2023;545;;6;Hors Vacances
8672;21/01/2023;0;Forte;6;Hors Vacances
9672;21/01/2023;0;Forte;6;Hors Vacances
666;21/01/2023;88;;6;Hors Vacances
669;21/01/2023;255;;6;Hors Vacances
679;21/01/2023;0;Forte;6;Hors Vacances
744;21/01/2023;418;;6;Hors Vacances
785;21/01/2023;1399;;6;Hors Vacances
949;21/01/2023;80;;6;Hors Vacances
950;21/01/2023;163;;6;Hors Vacances
959;21/01/2023;29;;6;Hors Vacances
981;21/01/2023;49;;6;Hors Vacances
997;21/01/2023;245;;6;Hors Vacances
677;21/01/2023;168;;6;Hors Vacances
788;21/01/2023;968;;6;Hors Vacances
890;21/01/2023;1079;;6;Hors Vacances
946;21/01/2023;351;;6;Hors Vacances
960;21/01/2023;18;;6;Hors Vacances
977;21/01/2023;209;;6;Hors Vacances
980;21/01/2023;15;;6;Hors Vacances
996;21/01/2023;286;;6;Hors Vacances
682;21/01/2023;439;;6;Hors Vacances
725;21/01/2023;161;;6;Hors Vacances
847;21/01/2023;1092;;6;Hors Vacances
947;21/01/2023;136;;6;Hors Vacances
948;21/01/2023;142;;6;Hors Vacances
994;21/01/2023;384;;6;Hors Vacances
1041;21/01/2023;60;;6;Hors Vacances
1042;21/01/2023;54;;6;Hors Vacances
1054;21/01/2023;0;Forte;6;Hors Vacances
8673;21/01/2023;0;Forte;6;Hors Vacances
676;21/01/2023;188;;6;Hors Vacances
742;21/01/2023;635;;6;Hors Vacances
944;21/01/2023;126;;6;Hors Vacances
995;21/01/2023;494;;6;Hors Vacances
9999;21/01/2023;77;;6;Hors Vacances
680;21/01/2023;308;;6;Hors Vacances
681;21/01/2023;302;;6;Hors Vacances
746;21/01/2023;228;;6;Hors Vacances
787;21/01/2023;1014;;6;Hors Vacances
880;21/01/2023;940;;6;Hors Vacances
881;21/01/2023;1002;;6;Hors Vacances
979;21/01/2023;221;;6;Hors Vacances
667;20/01/2023;2275;;5;Hors Vacances
668;20/01/2023;722;;5;Hors Vacances
674;20/01/2023;813;;5;Hors Vacances
742;20/01/2023;1251;;5;Hors Vacances
980;20/01/2023;15;Faible;5;Hors Vacances
986;20/01/2023;113;Forte;5;Hors Vacances
987;20/01/2023;85;Forte;5;Hors Vacances
988;20/01/2023;320;Forte;5;Hors Vacances
1055;20/01/2023;0;Forte;5;Hors Vacances
672;20/01/2023;12;Forte;5;Hors Vacances
725;20/01/2023;345;Faible;5;Hors Vacances
744;20/01/2023;725;;5;Hors Vacances
786;20/01/2023;2462;;5;Hors Vacances
880;20/01/2023;1616;;5;Hors Vacances
959;20/01/2023;66;;5;Hors Vacances
9999;20/01/2023;166;;5;Hors Vacances
664;20/01/2023;952;;5;Hors Vacances
666;20/01/2023;193;;5;Hors Vacances
746;20/01/2023;267;Forte;5;Hors Vacances
943;20/01/2023;149;;5;Hors Vacances
1042;20/01/2023;182;;5;Hors Vacances
9998;20/01/2023;545;;5;Hors Vacances
677;20/01/2023;423;;5;Hors Vacances
683;20/01/2023;955;;5;Hors Vacances
743;20/01/2023;1152;;5;Hors Vacances
787;20/01/2023;1692;;5;Hors Vacances
944;20/01/2023;218;;5;Hors Vacances
995;20/01/2023;389;Forte;5;Hors Vacances
1054;20/01/2023;0;Forte;5;Hors Vacances
1056;20/01/2023;0;Forte;5;Hors Vacances
9673;20/01/2023;17;Forte;5;Hors Vacances
681;20/01/2023;463;;5;Hors Vacances
682;20/01/2023;1026;;5;Hors Vacances
745;20/01/2023;153;;5;Hors Vacances
785;20/01/2023;2529;;5;Hors Vacances
881;20/01/2023;1696;;5;Hors Vacances
950;20/01/2023;420;;5;Hors Vacances
977;20/01/2023;16;;5;Hors Vacances
981;20/01/2023;69;Faible;5;Hors Vacances
989;20/01/2023;621;Forte;5;Hors Vacances
997;20/01/2023;207;Forte;5;Hors Vacances
676;20/01/2023;474;;5;Hors Vacances
679;20/01/2023;0;Forte;5;Hors Vacances
680;20/01/2023;509;;5;Hors Vacances
847;20/01/2023;2054;;5;Hors Vacances
946;20/01/2023;771;;5;Hors Vacances
948;20/01/2023;257;;5;Hors Vacances
949;20/01/2023;201;;5;Hors Vacances
979;20/01/2023;34;;5;Hors Vacances
1041;20/01/2023;176;;5;Hors Vacances
8672;20/01/2023;0;Forte;5;Hors Vacances
8673;20/01/2023;0;Forte;5;Hors Vacances
665;20/01/2023;835;;5;Hors Vacances
669;20/01/2023;672;;5;Hors Vacances
670;20/01/2023;268;;5;Hors Vacances
673;20/01/2023;22;Forte;5;Hors Vacances
675;20/01/2023;828;;5;Hors Vacances
747;20/01/2023;193;Forte;5;Hors Vacances
890;20/01/2023;2478;;5;Hors Vacances
945;20/01/2023;617;;5;Hors Vacances
947;20/01/2023;215;;5;Hors Vacances
960;20/01/2023;50;;5;Hors Vacances
996;20/01/2023;227;Forte;5;Hors Vacances
1057;20/01/2023;0;Forte;5;Hors Vacances
9672;20/01/2023;20;Forte;5;Hors Vacances
727;20/01/2023;341;Faible;5;Hors Vacances
788;20/01/2023;1455;;5;Hors Vacances
994;20/01/2023;332;Forte;5;Hors Vacances
666;19/01/2023;245;;4;Hors Vacances
674;19/01/2023;887;;4;Hors Vacances
675;19/01/2023;930;;4;Hors Vacances
727;19/01/2023;365;;4;Hors Vacances
977;19/01/2023;3;Faible;4;Hors Vacances
997;19/01/2023;572;;4;Hors Vacances
1055;19/01/2023;0;Forte;4;Hors Vacances
8672;19/01/2023;0;Forte;4;Hors Vacances
670;19/01/2023;365;;4;Hors Vacances
672;19/01/2023;730;;4;Hors Vacances
880;19/01/2023;1958;;4;Hors Vacances
881;19/01/2023;2249;;4;Hors Vacances
979;19/01/2023;21;;4;Hors Vacances
980;19/01/2023;37;;4;Hors Vacances
981;19/01/2023;68;;4;Hors Vacances
988;19/01/2023;635;;4;Hors Vacances
1054;19/01/2023;0;Forte;4;Hors Vacances
9673;19/01/2023;672;;4;Hors Vacances
9998;19/01/2023;860;;4;Hors Vacances
665;19/01/2023;1068;;4;Hors Vacances
667;19/01/2023;3106;;4;Hors Vacances
668;19/01/2023;899;;4;Hors Vacances
676;19/01/2023;581;;4;Hors Vacances
681;19/01/2023;592;;4;Hors Vacances
682;19/01/2023;1139;;4;Hors Vacances
743;19/01/2023;1141;;4;Hors Vacances
745;19/01/2023;91;;4;Hors Vacances
785;19/01/2023;2511;;4;Hors Vacances
787;19/01/2023;1638;;4;Hors Vacances
8673;19/01/2023;0;Forte;4;Hors Vacances
664;19/01/2023;1183;;4;Hors Vacances
669;19/01/2023;884;;4;Hors Vacances
683;19/01/2023;975;;4;Hors Vacances
947;19/01/2023;292;;4;Hors Vacances
949;19/01/2023;199;;4;Hors Vacances
950;19/01/2023;595;;4;Hors Vacances
987;19/01/2023;170;;4;Hors Vacances
994;19/01/2023;525;;4;Hors Vacances
1042;19/01/2023;264;;4;Hors Vacances
679;19/01/2023;0;Forte;4;Hors Vacances
847;19/01/2023;2594;;4;Hors Vacances
890;19/01/2023;3381;;4;Hors Vacances
945;19/01/2023;632;;4;Hors Vacances
946;19/01/2023;797;;4;Hors Vacances
948;19/01/2023;320;;4;Hors Vacances
995;19/01/2023;927;;4;Hors Vacances
1057;19/01/2023;0;Forte;4;Hors Vacances
9999;19/01/2023;97;;4;Hors Vacances
742;19/01/2023;1317;;4;Hors Vacances
744;19/01/2023;724;;4;Hors Vacances
746;19/01/2023;623;;4;Hors Vacances
786;19/01/2023;2311;;4;Hors Vacances
944;19/01/2023;202;;4;Hors Vacances
960;19/01/2023;56;;4;Hors Vacances
989;19/01/2023;922;;4;Hors Vacances
996;19/01/2023;657;;4;Hors Vacances
1041;19/01/2023;252;;4;Hors Vacances
9672;19/01/2023;1098;;4;Hors Vacances
673;19/01/2023;929;;4;Hors Vacances
677;19/01/2023;479;;4;Hors Vacances
680;19/01/2023;557;;4;Hors Vacances
788;19/01/2023;1548;;4;Hors Vacances
986;19/01/2023;259;;4;Hors Vacances
725;19/01/2023;416;;4;Hors Vacances
747;19/01/2023;654;;4;Hors Vacances
943;19/01/2023;153;;4;Hors Vacances
959;19/01/2023;72;;4;Hors Vacances
1056;19/01/2023;0;Forte;4;Hors Vacances
745;18/01/2023;103;;3;Hors Vacances
747;18/01/2023;670;;3;Hors Vacances
943;18/01/2023;195;;3;Hors Vacances
949;18/01/2023;192;;3;Hors Vacances
1055;18/01/2023;0;Forte;3;Hors Vacances
682;18/01/2023;1237;;3;Hors Vacances
725;18/01/2023;456;;3;Hors Vacances
786;18/01/2023;2653;;3;Hors Vacances
950;18/01/2023;468;;3;Hors Vacances
960;18/01/2023;68;;3;Hors Vacances
979;18/01/2023;15;;3;Hors Vacances
988;18/01/2023;1012;;3;Hors Vacances
994;18/01/2023;658;;3;Hors Vacances
1042;18/01/2023;231;;3;Hors Vacances
677;18/01/2023;507;;3;Hors Vacances
743;18/01/2023;950;Faible;3;Hors Vacances
986;18/01/2023;191;;3;Hors Vacances
997;18/01/2023;498;;3;Hors Vacances
9672;18/01/2023;965;;3;Hors Vacances
664;18/01/2023;1027;;3;Hors Vacances
674;18/01/2023;865;;3;Hors Vacances
680;18/01/2023;496;;3;Hors Vacances
787;18/01/2023;1841;;3;Hors Vacances
890;18/01/2023;2536;;3;Hors Vacances
944;18/01/2023;261;;3;Hors Vacances
1056;18/01/2023;0;Forte;3;Hors Vacances
665;18/01/2023;825;;3;Hors Vacances
666;18/01/2023;179;;3;Hors Vacances
667;18/01/2023;2569;;3;Hors Vacances
670;18/01/2023;335;;3;Hors Vacances
672;18/01/2023;745;;3;Hors Vacances
673;18/01/2023;850;;3;Hors Vacances
683;18/01/2023;1139;;3;Hors Vacances
746;18/01/2023;702;;3;Hors Vacances
881;18/01/2023;1489;Faible;3;Hors Vacances
948;18/01/2023;314;;3;Hors Vacances
989;18/01/2023;1270;;3;Hors Vacances
8673;18/01/2023;0;Forte;3;Hors Vacances
668;18/01/2023;811;;3;Hors Vacances
669;18/01/2023;763;;3;Hors Vacances
676;18/01/2023;679;;3;Hors Vacances
679;18/01/2023;0;Forte;3;Hors Vacances
744;18/01/2023;732;;3;Hors Vacances
785;18/01/2023;2728;;3;Hors Vacances
788;18/01/2023;1734;;3;Hors Vacances
880;18/01/2023;1294;Faible;3;Hors Vacances
977;18/01/2023;1;Forte;3;Hors Vacances
995;18/01/2023;1016;;3;Hors Vacances
1041;18/01/2023;222;;3;Hors Vacances
681;18/01/2023;490;;3;Hors Vacances
727;18/01/2023;436;;3;Hors Vacances
980;18/01/2023;34;;3;Hors Vacances
987;18/01/2023;147;;3;Hors Vacances
8672;18/01/2023;0;Forte;3;Hors Vacances
9673;18/01/2023;734;;3;Hors Vacances
9999;18/01/2023;82;;3;Hors Vacances
675;18/01/2023;933;;3;Hors Vacances
742;18/01/2023;1056;Faible;3;Hors Vacances
847;18/01/2023;2300;;3;Hors Vacances
945;18/01/2023;777;;3;Hors Vacances
946;18/01/2023;852;;3;Hors Vacances
947;18/01/2023;318;;3;Hors Vacances
959;18/01/2023;86;;3;Hors Vacances
981;18/01/2023;86;;3;Hors Vacances
996;18/01/2023;635;;3;Hors Vacances
1054;18/01/2023;0;Forte;3;Hors Vacances
1057;18/01/2023;0;Forte;3;Hors Vacances
9998;18/01/2023;562;;3;Hors Vacances
674;17/01/2023;841;;2;Hors Vacances
676;17/01/2023;785;;2;Hors Vacances
677;17/01/2023;639;;2;Hors Vacances
679;17/01/2023;0;Forte;2;Hors Vacances
680;17/01/2023;544;;2;Hors Vacances
743;17/01/2023;730;Faible;2;Hors Vacances
959;17/01/2023;94;;2;Hors Vacances
986;17/01/2023;251;;2;Hors Vacances
987;17/01/2023;176;;2;Hors Vacances
989;17/01/2023;1421;;2;Hors Vacances
1055;17/01/2023;0;Forte;2;Hors Vacances
669;17/01/2023;864;;2;Hors Vacances
744;17/01/2023;729;;2;Hors Vacances
745;17/01/2023;91;;2;Hors Vacances
747;17/01/2023;719;;2;Hors Vacances
785;17/01/2023;2846;;2;Hors Vacances
847;17/01/2023;2380;;2;Hors Vacances
943;17/01/2023;208;;2;Hors Vacances
944;17/01/2023;264;;2;Hors Vacances
1041;17/01/2023;273;;2;Hors Vacances
1042;17/01/2023;265;;2;Hors Vacances
1056;17/01/2023;0;Forte;2;Hors Vacances
682;17/01/2023;1299;;2;Hors Vacances
727;17/01/2023;455;;2;Hors Vacances
787;17/01/2023;1845;;2;Hors Vacances
890;17/01/2023;2779;;2;Hors Vacances
994;17/01/2023;628;;2;Hors Vacances
996;17/01/2023;713;;2;Hors Vacances
997;17/01/2023;649;;2;Hors Vacances
9672;17/01/2023;1127;;2;Hors Vacances
664;17/01/2023;1125;;2;Hors Vacances
667;17/01/2023;2728;;2;Hors Vacances
675;17/01/2023;925;;2;Hors Vacances
683;17/01/2023;1160;;2;Hors Vacances
742;17/01/2023;837;Faible;2;Hors Vacances
746;17/01/2023;736;;2;Hors Vacances
881;17/01/2023;1026;Faible;2;Hors Vacances
947;17/01/2023;322;;2;Hors Vacances
977;17/01/2023;2;Forte;2;Hors Vacances
8672;17/01/2023;0;Forte;2;Hors Vacances
788;17/01/2023;1611;;2;Hors Vacances
945;17/01/2023;692;;2;Hors Vacances
946;17/01/2023;915;;2;Hors Vacances
948;17/01/2023;373;;2;Hors Vacances
950;17/01/2023;510;;2;Hors Vacances
988;17/01/2023;1061;;2;Hors Vacances
1054;17/01/2023;0;Forte;2;Hors Vacances
1057;17/01/2023;0;Forte;2;Hors Vacances
8673;17/01/2023;0;Forte;2;Hors Vacances
9999;17/01/2023;110;;2;Hors Vacances
666;17/01/2023;207;;2;Hors Vacances
670;17/01/2023;321;;2;Hors Vacances
960;17/01/2023;55;;2;Hors Vacances
979;17/01/2023;1;Forte;2;Hors Vacances
981;17/01/2023;96;;2;Hors Vacances
9998;17/01/2023;700;;2;Hors Vacances
665;17/01/2023;941;;2;Hors Vacances
668;17/01/2023;865;;2;Hors Vacances
672;17/01/2023;715;;2;Hors Vacances
725;17/01/2023;493;;2;Hors Vacances
786;17/01/2023;2801;;2;Hors Vacances
880;17/01/2023;1004;Faible;2;Hors Vacances
995;17/01/2023;1083;;2;Hors Vacances
9673;17/01/2023;747;;2;Hors Vacances
673;17/01/2023;1023;;2;Hors Vacances
681;17/01/2023;548;;2;Hors Vacances
949;17/01/2023;211;;2;Hors Vacances
980;17/01/2023;38;;2;Hors Vacances
670;16/01/2023;283;;1;Hors Vacances
677;16/01/2023;545;;1;Hors Vacances
746;16/01/2023;579;;1;Hors Vacances
747;16/01/2023;616;;1;Hors Vacances
788;16/01/2023;1566;;1;Hors Vacances
994;16/01/2023;566;;1;Hors Vacances
1041;16/01/2023;244;;1;Hors Vacances
9673;16/01/2023;622;;1;Hors Vacances
9998;16/01/2023;578;;1;Hors Vacances
669;16/01/2023;756;;1;Hors Vacances
881;16/01/2023;1776;;1;Hors Vacances
979;16/01/2023;6;Faible;1;Hors Vacances
996;16/01/2023;636;;1;Hors Vacances
8673;16/01/2023;0;Forte;1;Hors Vacances
9672;16/01/2023;1001;;1;Hors Vacances
674;16/01/2023;794;;1;Hors Vacances
727;16/01/2023;432;;1;Hors Vacances
949;16/01/2023;178;;1;Hors Vacances
950;16/01/2023;398;;1;Hors Vacances
977;16/01/2023;0;Forte;1;Hors Vacances
986;16/01/2023;210;;1;Hors Vacances
989;16/01/2023;1148;;1;Hors Vacances
1042;16/01/2023;232;;1;Hors Vacances
787;16/01/2023;1620;;1;Hors Vacances
944;16/01/2023;249;;1;Hors Vacances
946;16/01/2023;756;;1;Hors Vacances
948;16/01/2023;287;;1;Hors Vacances
995;16/01/2023;933;;1;Hors Vacances
1056;16/01/2023;0;Forte;1;Hors Vacances
666;16/01/2023;184;;1;Hors Vacances
672;16/01/2023;662;;1;Hors Vacances
679;16/01/2023;9;Forte;1;Hors Vacances
680;16/01/2023;466;;1;Hors Vacances
681;16/01/2023;463;;1;Hors Vacances
683;16/01/2023;1043;;1;Hors Vacances
742;16/01/2023;1281;;1;Hors Vacances
743;16/01/2023;1188;;1;Hors Vacances
744;16/01/2023;671;;1;Hors Vacances
847;16/01/2023;1991;;1;Hors Vacances
880;16/01/2023;1615;;1;Hors Vacances
943;16/01/2023;173;;1;Hors Vacances
945;16/01/2023;621;;1;Hors Vacances
988;16/01/2023;935;;1;Hors Vacances
665;16/01/2023;820;;1;Hors Vacances
668;16/01/2023;759;;1;Hors Vacances
676;16/01/2023;658;;1;Hors Vacances
785;16/01/2023;2467;;1;Hors Vacances
786;16/01/2023;2402;;1;Hors Vacances
981;16/01/2023;73;;1;Hors Vacances
987;16/01/2023;163;;1;Hors Vacances
997;16/01/2023;524;;1;Hors Vacances
1054;16/01/2023;0;Forte;1;Hors Vacances
664;16/01/2023;1006;;1;Hors Vacances
682;16/01/2023;1090;;1;Hors Vacances
725;16/01/2023;441;;1;Hors Vacances
959;16/01/2023;67;;1;Hors Vacances
960;16/01/2023;58;;1;Hors Vacances
980;16/01/2023;29;;1;Hors Vacances
8672;16/01/2023;0;Forte;1;Hors Vacances
9999;16/01/2023;99;;1;Hors Vacances
667;16/01/2023;2343;;1;Hors Vacances
673;16/01/2023;832;;1;Hors Vacances
675;16/01/2023;852;;1;Hors Vacances
745;16/01/2023;102;;1;Hors Vacances
890;16/01/2023;2398;;1;Hors Vacances
