num compteur;date;nombre velos;probabilite_presence_anomalie;jour_de_la_semaine;vacances
786;24/07/2022;1235;;7;Vacances d'été
890;24/07/2022;1270;;7;Vacances d'été
664;24/07/2022;442;;7;Vacances d'été
666;24/07/2022;102;;7;Vacances d'été
679;24/07/2022;50;;7;Vacances d'été
981;24/07/2022;109;;7;Vacances d'été
987;24/07/2022;34;;7;Vacances d'été
994;24/07/2022;362;;7;Vacances d'été
1055;24/07/2022;0;Forte;7;Vacances d'été
1054;24/07/2022;0;Forte;7;Vacances d'été
9998;24/07/2022;0;Forte;7;Vacances d'été
682;24/07/2022;784;;7;Vacances d'été
746;24/07/2022;392;;7;Vacances d'été
787;24/07/2022;910;;7;Vacances d'été
669;24/07/2022;240;;7;Vacances d'été
677;24/07/2022;216;;7;Vacances d'été
995;24/07/2022;427;;7;Vacances d'été
847;24/07/2022;1128;;7;Vacances d'été
881;24/07/2022;931;;7;Vacances d'été
944;24/07/2022;191;;7;Vacances d'été
672;24/07/2022;243;;7;Vacances d'été
674;24/07/2022;299;;7;Vacances d'été
676;24/07/2022;298;;7;Vacances d'été
9672;24/07/2022;1245;;7;Vacances d'été
747;24/07/2022;453;;7;Vacances d'été
945;24/07/2022;376;;7;Vacances d'été
946;24/07/2022;414;;7;Vacances d'été
959;24/07/2022;38;;7;Vacances d'été
680;24/07/2022;307;;7;Vacances d'été
960;24/07/2022;23;;7;Vacances d'été
996;24/07/2022;408;;7;Vacances d'été
1041;24/07/2022;91;;7;Vacances d'été
1056;24/07/2022;0;Forte;7;Vacances d'été
8673;24/07/2022;211;;7;Vacances d'été
683;24/07/2022;490;;7;Vacances d'été
727;24/07/2022;250;;7;Vacances d'été
788;24/07/2022;985;;7;Vacances d'été
949;24/07/2022;80;;7;Vacances d'été
668;24/07/2022;260;;7;Vacances d'été
979;24/07/2022;631;;7;Vacances d'été
980;24/07/2022;23;;7;Vacances d'été
977;24/07/2022;476;;7;Vacances d'été
989;24/07/2022;556;;7;Vacances d'été
725;24/07/2022;225;;7;Vacances d'été
743;24/07/2022;550;;7;Vacances d'été
744;24/07/2022;306;;7;Vacances d'été
667;24/07/2022;1129;;7;Vacances d'été
670;24/07/2022;280;;7;Vacances d'été
745;24/07/2022;32;;7;Vacances d'été
880;24/07/2022;884;;7;Vacances d'été
950;24/07/2022;219;;7;Vacances d'été
986;24/07/2022;46;;7;Vacances d'été
988;24/07/2022;395;;7;Vacances d'été
9999;24/07/2022;0;Forte;7;Vacances d'été
665;24/07/2022;360;;7;Vacances d'été
673;24/07/2022;266;;7;Vacances d'été
675;24/07/2022;375;;7;Vacances d'été
681;24/07/2022;331;;7;Vacances d'été
785;24/07/2022;1225;;7;Vacances d'été
943;24/07/2022;162;;7;Vacances d'été
947;24/07/2022;406;;7;Vacances d'été
948;24/07/2022;315;;7;Vacances d'été
997;24/07/2022;354;;7;Vacances d'été
1042;24/07/2022;85;;7;Vacances d'été
1057;24/07/2022;0;Forte;7;Vacances d'été
8672;24/07/2022;257;;7;Vacances d'été
9673;24/07/2022;572;;7;Vacances d'été
725;23/07/2022;239;;6;Vacances d'été
744;23/07/2022;444;;6;Vacances d'été
746;23/07/2022;374;;6;Vacances d'été
786;23/07/2022;1638;;6;Vacances d'été
847;23/07/2022;1431;;6;Vacances d'été
880;23/07/2022;1121;;6;Vacances d'été
664;23/07/2022;506;;6;Vacances d'été
677;23/07/2022;293;;6;Vacances d'été
979;23/07/2022;802;;6;Vacances d'été
8672;23/07/2022;364;;6;Vacances d'été
9999;23/07/2022;0;Forte;6;Vacances d'été
787;23/07/2022;1221;;6;Vacances d'été
890;23/07/2022;1442;;6;Vacances d'été
959;23/07/2022;48;;6;Vacances d'été
667;23/07/2022;1530;;6;Vacances d'été
669;23/07/2022;318;;6;Vacances d'été
986;23/07/2022;109;;6;Vacances d'été
987;23/07/2022;72;;6;Vacances d'été
785;23/07/2022;1736;;6;Vacances d'été
948;23/07/2022;314;;6;Vacances d'été
949;23/07/2022;125;;6;Vacances d'été
666;23/07/2022;115;;6;Vacances d'été
670;23/07/2022;296;;6;Vacances d'été
680;23/07/2022;372;;6;Vacances d'été
681;23/07/2022;341;;6;Vacances d'été
1042;23/07/2022;84;;6;Vacances d'été
9673;23/07/2022;562;;6;Vacances d'été
683;23/07/2022;501;;6;Vacances d'été
745;23/07/2022;80;;6;Vacances d'été
946;23/07/2022;432;;6;Vacances d'été
679;23/07/2022;55;;6;Vacances d'été
960;23/07/2022;44;;6;Vacances d'été
996;23/07/2022;379;;6;Vacances d'été
1055;23/07/2022;0;Forte;6;Vacances d'été
682;23/07/2022;869;;6;Vacances d'été
743;23/07/2022;815;;6;Vacances d'été
676;23/07/2022;300;;6;Vacances d'été
980;23/07/2022;40;;6;Vacances d'été
988;23/07/2022;416;;6;Vacances d'été
1041;23/07/2022;63;;6;Vacances d'été
1056;23/07/2022;0;Forte;6;Vacances d'été
8673;23/07/2022;285;;6;Vacances d'été
977;23/07/2022;477;;6;Vacances d'été
994;23/07/2022;485;;6;Vacances d'été
1057;23/07/2022;0;Forte;6;Vacances d'été
727;23/07/2022;233;;6;Vacances d'été
943;23/07/2022;167;;6;Vacances d'été
672;23/07/2022;21;Faible;6;Vacances d'été
665;23/07/2022;462;;6;Vacances d'été
675;23/07/2022;585;;6;Vacances d'été
742;23/07/2022;823;;6;Vacances d'été
881;23/07/2022;1301;;6;Vacances d'été
944;23/07/2022;177;;6;Vacances d'été
981;23/07/2022;105;;6;Vacances d'été
989;23/07/2022;686;;6;Vacances d'été
995;23/07/2022;583;;6;Vacances d'été
997;23/07/2022;376;;6;Vacances d'été
1054;23/07/2022;0;Forte;6;Vacances d'été
9672;23/07/2022;1358;;6;Vacances d'été
9998;23/07/2022;0;Forte;6;Vacances d'été
668;23/07/2022;376;;6;Vacances d'été
673;23/07/2022;28;Faible;6;Vacances d'été
674;23/07/2022;538;;6;Vacances d'été
747;23/07/2022;410;;6;Vacances d'été
788;23/07/2022;1259;;6;Vacances d'été
945;23/07/2022;419;;6;Vacances d'été
947;23/07/2022;338;;6;Vacances d'été
950;23/07/2022;252;;6;Vacances d'été
747;22/07/2022;401;;5;Vacances d'été
786;22/07/2022;2280;;5;Vacances d'été
787;22/07/2022;1429;;5;Vacances d'été
943;22/07/2022;183;;5;Vacances d'été
960;22/07/2022;42;;5;Vacances d'été
981;22/07/2022;96;;5;Vacances d'été
986;22/07/2022;146;;5;Vacances d'été
987;22/07/2022;141;;5;Vacances d'été
994;22/07/2022;527;;5;Vacances d'été
995;22/07/2022;688;;5;Vacances d'été
9999;22/07/2022;0;Forte;5;Vacances d'été
1041;22/07/2022;113;;5;Vacances d'été
9998;22/07/2022;0;Forte;5;Vacances d'été
945;22/07/2022;537;;5;Vacances d'été
948;22/07/2022;284;;5;Vacances d'été
675;22/07/2022;700;;5;Vacances d'été
676;22/07/2022;467;;5;Vacances d'été
977;22/07/2022;395;;5;Vacances d'été
979;22/07/2022;614;;5;Vacances d'été
727;22/07/2022;333;;5;Vacances d'été
664;22/07/2022;819;;5;Vacances d'été
680;22/07/2022;482;;5;Vacances d'été
980;22/07/2022;33;;5;Vacances d'été
996;22/07/2022;411;;5;Vacances d'été
1056;22/07/2022;0;Forte;5;Vacances d'été
1057;22/07/2022;0;Forte;5;Vacances d'été
8673;22/07/2022;415;;5;Vacances d'été
682;22/07/2022;1022;;5;Vacances d'été
744;22/07/2022;564;;5;Vacances d'été
745;22/07/2022;81;;5;Vacances d'été
785;22/07/2022;2325;;5;Vacances d'été
881;22/07/2022;1738;;5;Vacances d'été
944;22/07/2022;228;;5;Vacances d'été
946;22/07/2022;638;;5;Vacances d'été
950;22/07/2022;355;;5;Vacances d'été
667;22/07/2022;2123;;5;Vacances d'été
673;22/07/2022;564;;5;Vacances d'été
674;22/07/2022;650;;5;Vacances d'été
988;22/07/2022;724;;5;Vacances d'été
1055;22/07/2022;0;Forte;5;Vacances d'été
743;22/07/2022;1077;;5;Vacances d'été
890;22/07/2022;2043;;5;Vacances d'été
947;22/07/2022;337;;5;Vacances d'été
665;22/07/2022;691;;5;Vacances d'été
668;22/07/2022;638;;5;Vacances d'été
679;22/07/2022;59;;5;Vacances d'été
681;22/07/2022;487;;5;Vacances d'été
989;22/07/2022;972;;5;Vacances d'été
1042;22/07/2022;118;;5;Vacances d'été
8672;22/07/2022;553;;5;Vacances d'été
742;22/07/2022;1158;;5;Vacances d'été
847;22/07/2022;1899;;5;Vacances d'été
880;22/07/2022;1462;;5;Vacances d'été
949;22/07/2022;170;;5;Vacances d'été
959;22/07/2022;69;;5;Vacances d'été
670;22/07/2022;315;;5;Vacances d'été
672;22/07/2022;555;;5;Vacances d'été
677;22/07/2022;361;;5;Vacances d'été
666;22/07/2022;186;;5;Vacances d'été
683;22/07/2022;636;;5;Vacances d'été
725;22/07/2022;342;;5;Vacances d'été
788;22/07/2022;1379;;5;Vacances d'été
1054;22/07/2022;0;Forte;5;Vacances d'été
669;22/07/2022;560;;5;Vacances d'été
746;22/07/2022;398;;5;Vacances d'été
997;22/07/2022;387;;5;Vacances d'été
9672;22/07/2022;1544;;5;Vacances d'été
9673;22/07/2022;602;;5;Vacances d'été
683;21/07/2022;874;;4;Vacances d'été
944;21/07/2022;349;;4;Vacances d'été
666;21/07/2022;206;;4;Vacances d'été
674;21/07/2022;881;;4;Vacances d'été
675;21/07/2022;919;;4;Vacances d'été
1056;21/07/2022;0;Forte;4;Vacances d'été
8672;21/07/2022;716;;4;Vacances d'été
8673;21/07/2022;474;;4;Vacances d'été
725;21/07/2022;444;;4;Vacances d'été
747;21/07/2022;718;;4;Vacances d'été
786;21/07/2022;3114;;4;Vacances d'été
788;21/07/2022;1838;;4;Vacances d'été
847;21/07/2022;2574;;4;Vacances d'été
947;21/07/2022;527;;4;Vacances d'été
664;21/07/2022;1092;;4;Vacances d'été
977;21/07/2022;507;;4;Vacances d'été
987;21/07/2022;203;;4;Vacances d'été
996;21/07/2022;646;;4;Vacances d'été
880;21/07/2022;2063;;4;Vacances d'été
665;21/07/2022;1018;;4;Vacances d'été
673;21/07/2022;20;Faible;4;Vacances d'été
677;21/07/2022;571;;4;Vacances d'été
680;21/07/2022;666;;4;Vacances d'été
980;21/07/2022;41;;4;Vacances d'été
746;21/07/2022;710;;4;Vacances d'été
785;21/07/2022;3211;;4;Vacances d'été
950;21/07/2022;526;;4;Vacances d'été
988;21/07/2022;1012;;4;Vacances d'été
1042;21/07/2022;192;;4;Vacances d'été
1055;21/07/2022;0;Forte;4;Vacances d'été
9673;21/07/2022;667;;4;Vacances d'été
742;21/07/2022;1551;;4;Vacances d'été
743;21/07/2022;1466;;4;Vacances d'été
787;21/07/2022;1915;;4;Vacances d'été
890;21/07/2022;2835;;4;Vacances d'été
959;21/07/2022;116;;4;Vacances d'été
667;21/07/2022;2832;;4;Vacances d'été
668;21/07/2022;810;;4;Vacances d'été
669;21/07/2022;830;;4;Vacances d'été
670;21/07/2022;416;;4;Vacances d'été
672;21/07/2022;14;Faible;4;Vacances d'été
676;21/07/2022;713;;4;Vacances d'été
960;21/07/2022;83;;4;Vacances d'été
9672;21/07/2022;1356;;4;Vacances d'été
994;21/07/2022;787;;4;Vacances d'été
1041;21/07/2022;187;;4;Vacances d'été
1054;21/07/2022;0;Forte;4;Vacances d'été
9998;21/07/2022;0;Forte;4;Vacances d'été
727;21/07/2022;482;;4;Vacances d'été
681;21/07/2022;629;;4;Vacances d'été
679;21/07/2022;82;;4;Vacances d'été
682;21/07/2022;1320;;4;Vacances d'été
881;21/07/2022;2258;;4;Vacances d'été
943;21/07/2022;281;;4;Vacances d'été
945;21/07/2022;778;;4;Vacances d'été
948;21/07/2022;475;;4;Vacances d'été
949;21/07/2022;233;;4;Vacances d'été
981;21/07/2022;103;;4;Vacances d'été
986;21/07/2022;244;;4;Vacances d'été
989;21/07/2022;1272;;4;Vacances d'été
1057;21/07/2022;0;Forte;4;Vacances d'été
9999;21/07/2022;0;Forte;4;Vacances d'été
744;21/07/2022;838;;4;Vacances d'été
745;21/07/2022;119;;4;Vacances d'été
946;21/07/2022;910;;4;Vacances d'été
979;21/07/2022;653;;4;Vacances d'été
995;21/07/2022;1030;;4;Vacances d'été
997;21/07/2022;611;;4;Vacances d'été
787;20/07/2022;1745;;3;Vacances d'été
788;20/07/2022;1810;;3;Vacances d'été
673;20/07/2022;373;;3;Vacances d'été
980;20/07/2022;48;;3;Vacances d'été
997;20/07/2022;529;;3;Vacances d'été
9673;20/07/2022;642;;3;Vacances d'été
9999;20/07/2022;0;Forte;3;Vacances d'été
725;20/07/2022;448;;3;Vacances d'été
744;20/07/2022;734;;3;Vacances d'été
943;20/07/2022;240;;3;Vacances d'été
666;20/07/2022;213;;3;Vacances d'été
994;20/07/2022;716;;3;Vacances d'été
683;20/07/2022;725;;3;Vacances d'été
747;20/07/2022;612;;3;Vacances d'été
945;20/07/2022;683;;3;Vacances d'été
948;20/07/2022;393;;3;Vacances d'été
986;20/07/2022;205;;3;Vacances d'été
988;20/07/2022;915;;3;Vacances d'été
1056;20/07/2022;0;Forte;3;Vacances d'été
746;20/07/2022;623;;3;Vacances d'été
946;20/07/2022;841;;3;Vacances d'été
668;20/07/2022;750;;3;Vacances d'été
669;20/07/2022;745;;3;Vacances d'été
680;20/07/2022;597;;3;Vacances d'été
681;20/07/2022;603;;3;Vacances d'été
987;20/07/2022;154;;3;Vacances d'été
1042;20/07/2022;149;;3;Vacances d'été
1057;20/07/2022;0;Forte;3;Vacances d'été
9672;20/07/2022;1520;;3;Vacances d'été
682;20/07/2022;1155;;3;Vacances d'été
880;20/07/2022;1869;;3;Vacances d'été
949;20/07/2022;191;;3;Vacances d'été
950;20/07/2022;472;;3;Vacances d'été
667;20/07/2022;2629;;3;Vacances d'été
679;20/07/2022;76;;3;Vacances d'été
960;20/07/2022;68;;3;Vacances d'été
979;20/07/2022;621;;3;Vacances d'été
1041;20/07/2022;140;;3;Vacances d'été
1055;20/07/2022;0;Forte;3;Vacances d'été
9998;20/07/2022;0;Forte;3;Vacances d'été
977;20/07/2022;447;;3;Vacances d'été
989;20/07/2022;1191;;3;Vacances d'été
995;20/07/2022;920;;3;Vacances d'été
1054;20/07/2022;0;Forte;3;Vacances d'été
8672;20/07/2022;580;;3;Vacances d'été
8673;20/07/2022;477;;3;Vacances d'été
847;20/07/2022;2459;;3;Vacances d'été
881;20/07/2022;2015;;3;Vacances d'été
890;20/07/2022;2691;;3;Vacances d'été
944;20/07/2022;278;;3;Vacances d'été
664;20/07/2022;966;;3;Vacances d'été
672;20/07/2022;351;;3;Vacances d'été
677;20/07/2022;539;;3;Vacances d'été
670;20/07/2022;392;;3;Vacances d'été
727;20/07/2022;424;;3;Vacances d'été
745;20/07/2022;94;;3;Vacances d'été
786;20/07/2022;2806;;3;Vacances d'été
947;20/07/2022;430;;3;Vacances d'été
981;20/07/2022;108;;3;Vacances d'été
665;20/07/2022;867;;3;Vacances d'été
674;20/07/2022;733;;3;Vacances d'été
675;20/07/2022;751;;3;Vacances d'été
676;20/07/2022;629;;3;Vacances d'été
742;20/07/2022;1385;;3;Vacances d'été
743;20/07/2022;1275;;3;Vacances d'été
785;20/07/2022;2878;;3;Vacances d'été
959;20/07/2022;88;;3;Vacances d'été
996;20/07/2022;515;;3;Vacances d'été
665;19/07/2022;916;;2;Vacances d'été
960;19/07/2022;72;;2;Vacances d'été
8672;19/07/2022;576;;2;Vacances d'été
682;19/07/2022;733;Faible;2;Vacances d'été
725;19/07/2022;439;;2;Vacances d'été
890;19/07/2022;2842;;2;Vacances d'été
949;19/07/2022;219;;2;Vacances d'été
950;19/07/2022;528;;2;Vacances d'été
666;19/07/2022;187;;2;Vacances d'été
670;19/07/2022;351;;2;Vacances d'été
673;19/07/2022;5;Faible;2;Vacances d'été
988;19/07/2022;965;;2;Vacances d'été
788;19/07/2022;1778;;2;Vacances d'été
847;19/07/2022;2483;;2;Vacances d'été
945;19/07/2022;714;;2;Vacances d'été
677;19/07/2022;567;;2;Vacances d'été
989;19/07/2022;1210;;2;Vacances d'été
9673;19/07/2022;736;;2;Vacances d'été
744;19/07/2022;705;;2;Vacances d'été
745;19/07/2022;128;;2;Vacances d'été
746;19/07/2022;673;;2;Vacances d'été
747;19/07/2022;654;;2;Vacances d'été
785;19/07/2022;2000;Faible;2;Vacances d'été
947;19/07/2022;429;;2;Vacances d'été
681;19/07/2022;583;;2;Vacances d'été
977;19/07/2022;496;;2;Vacances d'été
1041;19/07/2022;192;;2;Vacances d'été
1042;19/07/2022;195;;2;Vacances d'été
683;19/07/2022;679;Faible;2;Vacances d'été
727;19/07/2022;462;;2;Vacances d'été
1055;19/07/2022;0;Forte;2;Vacances d'été
980;19/07/2022;46;;2;Vacances d'été
987;19/07/2022;160;;2;Vacances d'été
994;19/07/2022;701;;2;Vacances d'été
995;19/07/2022;978;;2;Vacances d'été
1056;19/07/2022;0;Forte;2;Vacances d'été
9672;19/07/2022;1452;;2;Vacances d'été
743;19/07/2022;1284;;2;Vacances d'été
881;19/07/2022;2151;;2;Vacances d'été
944;19/07/2022;276;;2;Vacances d'été
948;19/07/2022;440;;2;Vacances d'été
664;19/07/2022;1035;;2;Vacances d'été
668;19/07/2022;766;;2;Vacances d'été
669;19/07/2022;745;;2;Vacances d'été
680;19/07/2022;572;;2;Vacances d'été
667;19/07/2022;2708;;2;Vacances d'été
674;19/07/2022;745;;2;Vacances d'été
742;19/07/2022;1373;;2;Vacances d'été
880;19/07/2022;1929;;2;Vacances d'été
946;19/07/2022;851;;2;Vacances d'été
959;19/07/2022;95;;2;Vacances d'été
979;19/07/2022;642;;2;Vacances d'été
981;19/07/2022;116;;2;Vacances d'été
996;19/07/2022;541;;2;Vacances d'été
997;19/07/2022;536;;2;Vacances d'été
9998;19/07/2022;0;Forte;2;Vacances d'été
9999;19/07/2022;0;Forte;2;Vacances d'été
672;19/07/2022;3;Forte;2;Vacances d'été
675;19/07/2022;787;;2;Vacances d'été
676;19/07/2022;685;;2;Vacances d'été
679;19/07/2022;67;;2;Vacances d'été
786;19/07/2022;2316;Faible;2;Vacances d'été
787;19/07/2022;1802;;2;Vacances d'été
943;19/07/2022;215;;2;Vacances d'été
986;19/07/2022;187;;2;Vacances d'été
1054;19/07/2022;0;Forte;2;Vacances d'été
1057;19/07/2022;0;Forte;2;Vacances d'été
8673;19/07/2022;412;;2;Vacances d'été
785;18/07/2022;0;Forte;1;Vacances d'été
890;18/07/2022;1939;;1;Vacances d'été
944;18/07/2022;214;;1;Vacances d'été
950;18/07/2022;331;;1;Vacances d'été
989;18/07/2022;889;;1;Vacances d'été
1041;18/07/2022;143;;1;Vacances d'été
1054;18/07/2022;0;Forte;1;Vacances d'été
9672;18/07/2022;1333;;1;Vacances d'été
9998;18/07/2022;0;Forte;1;Vacances d'été
786;18/07/2022;0;Forte;1;Vacances d'été
943;18/07/2022;176;;1;Vacances d'été
948;18/07/2022;264;;1;Vacances d'été
673;18/07/2022;572;;1;Vacances d'été
677;18/07/2022;394;;1;Vacances d'été
681;18/07/2022;434;;1;Vacances d'été
997;18/07/2022;388;;1;Vacances d'été
725;18/07/2022;340;;1;Vacances d'été
745;18/07/2022;78;;1;Vacances d'été
947;18/07/2022;276;;1;Vacances d'été
667;18/07/2022;1810;;1;Vacances d'été
672;18/07/2022;507;;1;Vacances d'été
674;18/07/2022;505;;1;Vacances d'été
675;18/07/2022;579;;1;Vacances d'été
986;18/07/2022;146;;1;Vacances d'été
995;18/07/2022;571;;1;Vacances d'été
1057;18/07/2022;0;Forte;1;Vacances d'été
727;18/07/2022;330;;1;Vacances d'été
959;18/07/2022;59;;1;Vacances d'été
666;18/07/2022;144;;1;Vacances d'été
960;18/07/2022;36;;1;Vacances d'été
980;18/07/2022;35;;1;Vacances d'été
981;18/07/2022;90;;1;Vacances d'été
996;18/07/2022;475;;1;Vacances d'été
1056;18/07/2022;0;Forte;1;Vacances d'été
747;18/07/2022;459;;1;Vacances d'été
788;18/07/2022;1115;;1;Vacances d'été
847;18/07/2022;1561;;1;Vacances d'été
949;18/07/2022;167;;1;Vacances d'été
664;18/07/2022;758;;1;Vacances d'été
670;18/07/2022;246;;1;Vacances d'été
8672;18/07/2022;503;;1;Vacances d'été
977;18/07/2022;344;;1;Vacances d'été
994;18/07/2022;445;;1;Vacances d'été
8673;18/07/2022;357;;1;Vacances d'été
682;18/07/2022;0;Forte;1;Vacances d'été
683;18/07/2022;0;Forte;1;Vacances d'été
742;18/07/2022;992;;1;Vacances d'été
746;18/07/2022;446;;1;Vacances d'été
880;18/07/2022;1251;;1;Vacances d'été
945;18/07/2022;523;;1;Vacances d'été
946;18/07/2022;612;;1;Vacances d'été
676;18/07/2022;506;;1;Vacances d'été
679;18/07/2022;47;;1;Vacances d'été
680;18/07/2022;450;;1;Vacances d'été
787;18/07/2022;1098;;1;Vacances d'été
987;18/07/2022;109;;1;Vacances d'été
988;18/07/2022;633;;1;Vacances d'été
9673;18/07/2022;654;;1;Vacances d'été
9999;18/07/2022;0;Forte;1;Vacances d'été
665;18/07/2022;671;;1;Vacances d'été
668;18/07/2022;583;;1;Vacances d'été
669;18/07/2022;553;;1;Vacances d'été
743;18/07/2022;880;;1;Vacances d'été
744;18/07/2022;503;;1;Vacances d'été
881;18/07/2022;1397;;1;Vacances d'été
979;18/07/2022;384;;1;Vacances d'été
1042;18/07/2022;142;;1;Vacances d'été
1055;18/07/2022;0;Forte;1;Vacances d'été
742;17/07/2022;433;;7;Vacances d'été
747;17/07/2022;347;;7;Vacances d'été
943;17/07/2022;128;;7;Vacances d'été
665;17/07/2022;265;;7;Vacances d'été
669;17/07/2022;191;;7;Vacances d'été
674;17/07/2022;212;;7;Vacances d'été
8672;17/07/2022;225;;7;Vacances d'été
9999;17/07/2022;0;Forte;7;Vacances d'été
1055;17/07/2022;0;Forte;7;Vacances d'été
8673;17/07/2022;176;;7;Vacances d'été
9998;17/07/2022;0;Forte;7;Vacances d'été
743;17/07/2022;424;;7;Vacances d'été
945;17/07/2022;270;;7;Vacances d'été
676;17/07/2022;235;;7;Vacances d'été
744;17/07/2022;244;;7;Vacances d'été
745;17/07/2022;25;;7;Vacances d'été
847;17/07/2022;852;;7;Vacances d'été
944;17/07/2022;152;;7;Vacances d'été
946;17/07/2022;320;;7;Vacances d'été
673;17/07/2022;199;;7;Vacances d'été
675;17/07/2022;247;;7;Vacances d'été
994;17/07/2022;245;;7;Vacances d'été
997;17/07/2022;287;;7;Vacances d'été
1057;17/07/2022;0;Forte;7;Vacances d'été
9673;17/07/2022;501;;7;Vacances d'été
682;17/07/2022;0;Forte;7;Vacances d'été
727;17/07/2022;220;;7;Vacances d'été
785;17/07/2022;0;Forte;7;Vacances d'été
947;17/07/2022;288;;7;Vacances d'été
666;17/07/2022;79;;7;Vacances d'été
679;17/07/2022;41;;7;Vacances d'été
996;17/07/2022;346;;7;Vacances d'été
1041;17/07/2022;86;;7;Vacances d'été
9672;17/07/2022;1191;;7;Vacances d'été
725;17/07/2022;181;;7;Vacances d'été
979;17/07/2022;384;;7;Vacances d'été
989;17/07/2022;495;;7;Vacances d'été
995;17/07/2022;327;;7;Vacances d'été
1054;17/07/2022;0;Forte;7;Vacances d'été
977;17/07/2022;287;;7;Vacances d'été
986;17/07/2022;52;;7;Vacances d'été
1042;17/07/2022;52;;7;Vacances d'été
746;17/07/2022;307;;7;Vacances d'été
786;17/07/2022;0;Forte;7;Vacances d'été
787;17/07/2022;616;;7;Vacances d'été
788;17/07/2022;744;;7;Vacances d'été
881;17/07/2022;733;;7;Vacances d'été
948;17/07/2022;228;;7;Vacances d'été
949;17/07/2022;83;;7;Vacances d'été
950;17/07/2022;177;;7;Vacances d'été
670;17/07/2022;203;;7;Vacances d'été
672;17/07/2022;140;;7;Vacances d'été
680;17/07/2022;278;;7;Vacances d'été
668;17/07/2022;224;;7;Vacances d'été
880;17/07/2022;664;;7;Vacances d'été
890;17/07/2022;1058;;7;Vacances d'été
960;17/07/2022;19;;7;Vacances d'été
987;17/07/2022;28;;7;Vacances d'été
1056;17/07/2022;0;Forte;7;Vacances d'été
664;17/07/2022;317;;7;Vacances d'été
667;17/07/2022;942;;7;Vacances d'été
677;17/07/2022;164;;7;Vacances d'été
681;17/07/2022;276;;7;Vacances d'été
683;17/07/2022;0;Forte;7;Vacances d'été
959;17/07/2022;34;;7;Vacances d'été
980;17/07/2022;35;;7;Vacances d'été
981;17/07/2022;85;;7;Vacances d'été
988;17/07/2022;364;;7;Vacances d'été
682;16/07/2022;0;Forte;6;Vacances d'été
727;16/07/2022;194;;6;Vacances d'été
747;16/07/2022;331;;6;Vacances d'été
787;16/07/2022;888;;6;Vacances d'été
949;16/07/2022;108;;6;Vacances d'été
950;16/07/2022;242;;6;Vacances d'été
676;16/07/2022;243;;6;Vacances d'été
681;16/07/2022;348;;6;Vacances d'été
980;16/07/2022;26;;6;Vacances d'été
994;16/07/2022;362;;6;Vacances d'été
997;16/07/2022;275;;6;Vacances d'été
1041;16/07/2022;54;;6;Vacances d'été
9672;16/07/2022;1057;;6;Vacances d'été
1057;16/07/2022;0;Forte;6;Vacances d'été
786;16/07/2022;0;Forte;6;Vacances d'été
665;16/07/2022;340;;6;Vacances d'été
666;16/07/2022;89;;6;Vacances d'été
673;16/07/2022;0;Forte;6;Vacances d'été
988;16/07/2022;336;;6;Vacances d'été
989;16/07/2022;575;;6;Vacances d'été
996;16/07/2022;326;;6;Vacances d'été
746;16/07/2022;306;;6;Vacances d'été
890;16/07/2022;1193;;6;Vacances d'été
943;16/07/2022;119;;6;Vacances d'été
664;16/07/2022;370;;6;Vacances d'été
674;16/07/2022;324;;6;Vacances d'été
677;16/07/2022;161;;6;Vacances d'été
1054;16/07/2022;0;Forte;6;Vacances d'été
9998;16/07/2022;0;Forte;6;Vacances d'été
9999;16/07/2022;0;Forte;6;Vacances d'été
742;16/07/2022;590;;6;Vacances d'été
743;16/07/2022;562;;6;Vacances d'été
880;16/07/2022;952;;6;Vacances d'été
946;16/07/2022;297;;6;Vacances d'été
947;16/07/2022;325;;6;Vacances d'été
667;16/07/2022;1232;;6;Vacances d'été
668;16/07/2022;267;;6;Vacances d'été
675;16/07/2022;355;;6;Vacances d'été
981;16/07/2022;73;;6;Vacances d'été
1042;16/07/2022;52;;6;Vacances d'été
785;16/07/2022;0;Forte;6;Vacances d'été
881;16/07/2022;1060;;6;Vacances d'été
944;16/07/2022;144;;6;Vacances d'été
948;16/07/2022;225;;6;Vacances d'été
669;16/07/2022;265;;6;Vacances d'été
1056;16/07/2022;0;Forte;6;Vacances d'été
8673;16/07/2022;177;;6;Vacances d'été
1055;16/07/2022;0;Forte;6;Vacances d'été
744;16/07/2022;407;;6;Vacances d'été
745;16/07/2022;52;;6;Vacances d'été
788;16/07/2022;925;;6;Vacances d'été
679;16/07/2022;48;;6;Vacances d'été
680;16/07/2022;327;;6;Vacances d'été
670;16/07/2022;208;;6;Vacances d'été
672;16/07/2022;0;Forte;6;Vacances d'été
847;16/07/2022;1170;;6;Vacances d'été
945;16/07/2022;280;;6;Vacances d'été
979;16/07/2022;557;;6;Vacances d'été
683;16/07/2022;0;Forte;6;Vacances d'été
725;16/07/2022;172;;6;Vacances d'été
959;16/07/2022;53;;6;Vacances d'été
960;16/07/2022;45;;6;Vacances d'été
977;16/07/2022;345;;6;Vacances d'été
986;16/07/2022;100;;6;Vacances d'été
987;16/07/2022;74;;6;Vacances d'été
995;16/07/2022;396;;6;Vacances d'été
8672;16/07/2022;243;;6;Vacances d'été
9673;16/07/2022;502;;6;Vacances d'été
727;15/07/2022;263;;5;Vacances d'été
785;15/07/2022;0;Forte;5;Vacances d'été
788;15/07/2022;1223;;5;Vacances d'été
